"","plot.id","Hexagon","Plot","Species1","Height","DBH","SPHt","BAt","BA.ha"
"1","H2P2","2","2","Bl",NA,18.9,25,0.0280552077947202,0.701380194868006
"2","H2P2","2","2","Sx",NA,21.5,25,0.036305030103047,0.907625752576176
"3","H2P2","2","2","Bl",NA,27.3,25,0.0585349397198484,1.46337349299621
"4","H2P2","2","2","Bl",NA,11.3,25,0.010028749148422,0.25071872871055
"5","H2P2","2","2","Bl",NA,18.2,25,0.0260155287643771,0.650388219109427
"6","H2P2","2","2","Bl",NA,16.8,25,0.0221670777637296,0.55417694409324
"7","H2P3","2","3","Fd",NA,39.1,25,0.120072456618365,3.00181141545913
"8","H2P3","2","3","Bl",NA,24.6,25,0.04752915525616,1.188228881404
"9","H2P3","2","3","Bl",NA,20.3,25,0.0323654729154454,0.809136822886136
"10","H2P3","2","3","Bl",NA,12,25,0.0113097335529233,0.282743338823081
"11","H2P3","2","3","Bl",NA,7.8,25,0.00477836242611008,0.119459060652752
"12","H2P3","2","3","Sx",NA,7.8,25,0.00477836242611008,0.119459060652752
"13","H2P3","2","3","Bl",19.6,21.9,25,0.037668481314705,0.941712032867625
"14","H2P3","2","3","Bl",NA,12.5,25,0.0122718463030851,0.306796157577128
"15","H2P3","2","3","Sx",NA,13.9,25,0.0151746779150021,0.379366947875053
"16","H2P3","2","3","Sx",NA,24.9,25,0.0486954715288052,1.21738678822013
"17","H2P3","2","3","Bl",NA,15.4,25,0.0186265028431339,0.465662571078347
"18","H2P3","2","3","Bl",NA,13.9,25,0.0151746779150021,0.379366947875053
"19","H2P3","2","3","Sx",NA,25.5,25,0.0510705155749191,1.27676288937298
"20","H2P3","2","3","Bl",NA,10.9,25,0.00933131557932508,0.233282889483127
"21","H2P3","2","3","Sx",NA,8.6,25,0.00580880481648753,0.145220120412188
"22","H2P3","2","3","Sx",NA,9.9,25,0.00769768739945839,0.19244218498646
"23","H2P3","2","3","Sx",NA,10.9,25,0.00933131557932508,0.233282889483127
"24","H2P3","2","3","Bl",NA,15,25,0.0176714586764426,0.441786466911065
"25","H2P3","2","3","Bl",NA,12,25,0.0113097335529233,0.282743338823081
"26","H2P3","2","3","Bl",NA,8.2,25,0.00528101725068444,0.132025431267111
"27","H2P3","2","3","Bl",NA,16.7,25,0.0219039693789914,0.547599234474786
"28","H2P3","2","3","Fd",NA,74.6,25,0.437086644301294,10.9271661075324
"29","H2P3","2","3","Sx",NA,32.3,25,0.0819398049890924,2.04849512472731
"30","H2P3","2","3","Bl",NA,15.2,25,0.0181458391671346,0.453645979178366
"31","H2P3","2","3","Bl",NA,10.5,25,0.00865901475145687,0.216475368786422
"32","H2P3","2","3","Bl",NA,11.1,25,0.00967689077121996,0.241922269280499
"33","H2P3","2","3","Bl",21.5,16.4,25,0.0211240690027378,0.528101725068444
"34","H2P3","2","3","Bl",NA,20.2,25,0.0320473866592695,0.801184666481737
"35","H2P3","2","3","Bl",NA,7.7,25,0.00465662571078347,0.116415642769587
"36","H2P3","2","3","Sx",23.5,30,25,0.0706858347057703,1.76714586764426
"37","H2P3","2","3","Sx",29.8,35.8,25,0.100659770213671,2.51649425534176
"38","H2P3","2","3","Fd",30.5,48.8,25,0.187037860224122,4.67594650560305
"39","H2P3","2","3","Fd",36.8,67.9,25,0.362100754650923,9.05251886627308
"40","H2P1","2","1","Bl",21.1,21.3,25,0.0356327292751788,0.890818231879471
"41","H2P1","2","1","Ep",25.8,40.8,25,0.130740519871793,3.26851299679482
"42","H2P1","2","1","Bl",20.4,25,25,0.0490873852123405,1.22718463030851
"43","H2P2","2","2","Sx",NA,8.1,25,0.00515299735005066,0.128824933751266
"44","H2P2","2","2","Sx",NA,31,25,0.0754767635024948,1.88691908756237
"45","H2P2","2","2","Sx",NA,38.4,25,0.115811671581934,2.89529178954835
"46","H2P2","2","2","Sx",NA,12.9,25,0.0130698108370969,0.326745270927423
"47","H2P2","2","2","Ep",NA,22.7,25,0.0404707819617071,1.01176954904268
"48","H2P2","2","2","Bl",NA,13.7,25,0.0147411381288067,0.368528453220168
"49","H2P2","2","2","Bl",NA,17.4,25,0.0237787147950211,0.594467869875529
"50","H2P2","2","2","Bl",NA,27.1,25,0.057680426518072,1.4420106629518
"51","H2P2","2","2","Bl",NA,32.9,25,0.0850122826043032,2.12530706510758
"52","H2P2","2","2","Bl",NA,16.2,25,0.0206119894002026,0.515299735005066
"53","H2P2","2","2","Bl",NA,26.1,25,0.0535021082887976,1.33755270721994
"54","H2P2","2","2","Bl",NA,11.2,25,0.00985203456165759,0.24630086404144
"55","H2P2","2","2","Sx",NA,32.9,25,0.0850122826043032,2.12530706510758
"56","H2P2","2","2","Sx",NA,15.5,25,0.0188691908756237,0.471729771890592
"57","H2P2","2","2","Bl",NA,8.1,25,0.00515299735005066,0.128824933751266
"58","H2P2","2","2","Bl",NA,9.3,25,0.00679290871522453,0.169822717880613
"59","H2P2","2","2","Bl",NA,8.3,25,0.00541060794764502,0.135265198691126
"60","H2P2","2","2","Bl",NA,27.4,25,0.0589645525152268,1.47411381288067
"61","H2P2","2","2","Bl",NA,9.5,25,0.00708821842466197,0.177205460616549
"62","H2P2","2","2","Bl",NA,16.8,25,0.0221670777637296,0.55417694409324
"63","H2P2","2","2","Bl",NA,13.2,25,0.0136847775990371,0.342119439975928
"64","H2P2","2","2","Bl",NA,8.5,25,0.00567450173054657,0.141862543263664
"65","H2P2","2","2","Bl",NA,9.6,25,0.00723822947387088,0.180955736846772
"66","H2P2","2","2","Bl",NA,16.2,25,0.0206119894002026,0.515299735005066
"67","H2P2","2","2","Sx",NA,67.4,25,0.356787536075539,8.91968840188848
"68","H2P2","2","2","Bl",NA,10.8,25,0.00916088417786784,0.229022104446696
"69","H2P2","2","2","Bl",NA,14.3,25,0.0160606070433144,0.401515176082861
"70","H2P2","2","2","Sx",NA,21.3,25,0.0356327292751788,0.890818231879471
"71","H2P2","2","2","Bl",NA,46.6,25,0.170553923570736,4.26384808926841
"72","H2P2","2","2","Bl",NA,28,25,0.06157521601036,1.539380400259
"73","H2P2","2","2","Bl",NA,25,25,0.0490873852123405,1.22718463030851
"74","H2P2","2","2","Bl",NA,11.6,25,0.0105683176866761,0.264207942166902
"75","H2P2","2","2","Bl",NA,28.2,25,0.0624580035460187,1.56145008865047
"76","H2P2","2","2","Ep",NA,12.9,25,0.0130698108370969,0.326745270927423
"77","H2P2","2","2","Sx",25.3,29.2,25,0.06696618900392,1.674154725098
"78","H2P2","2","2","Sx",23.7,27.8,25,0.0606987116600084,1.51746779150021
"79","H2P2","2","2","Bl",21.2,22.8,25,0.040828138126053,1.02070345315132
"80","H2P1","2","1","Bl",NA,9.7,25,0.00738981131940659,0.184745282985165
"81","H2P1","2","1","Bl",NA,8.5,25,0.00567450173054657,0.141862543263664
"82","H2P1","2","1","Bl",NA,12.9,25,0.0130698108370969,0.326745270927423
"83","H2P1","2","1","Bl",NA,11.3,25,0.010028749148422,0.25071872871055
"84","H2P1","2","1","Bl",NA,10.5,25,0.00865901475145687,0.216475368786422
"85","H2P1","2","1","Bl",NA,21.5,25,0.036305030103047,0.907625752576176
"86","H2P1","2","1","Bl",NA,17,25,0.0226980069221863,0.567450173054657
"87","H2P1","2","1","Sx",NA,22.7,25,0.0404707819617071,1.01176954904268
"88","H2P1","2","1","Sx",NA,16.8,25,0.0221670777637296,0.55417694409324
"89","H2P1","2","1","Bl",NA,9.3,25,0.00679290871522453,0.169822717880613
"90","H2P1","2","1","Bl",NA,12,25,0.0113097335529233,0.282743338823081
"91","H2P1","2","1","Sx",NA,24,25,0.045238934211693,1.13097335529233
"92","H2P1","2","1","Bl",NA,16.5,25,0.0213824649984955,0.534561624962388
"93","H2P1","2","1","Bl",NA,11.7,25,0.0107513154587477,0.268782886468692
"94","H2P1","2","1","Bl",NA,8.8,25,0.00608212337734984,0.152053084433746
"95","H2P1","2","1","Sx",NA,17.6,25,0.0243284935093994,0.608212337734984
"96","H2P1","2","1","Sx",NA,27.5,25,0.059395736106932,1.4848934026733
"97","H2P1","2","1","Bl",NA,10.4,25,0.0084948665353068,0.21237166338267
"98","H2P1","2","1","Bl",NA,7.7,25,0.00465662571078347,0.116415642769587
"99","H2P1","2","1","Bl",NA,17,25,0.0226980069221863,0.567450173054657
"100","H2P1","2","1","Bl",NA,10.5,25,0.00865901475145687,0.216475368786422
"101","H2P1","2","1","Bl",NA,19.5,25,0.029864765163188,0.746619129079699
"102","H2P1","2","1","Bl",NA,10.3,25,0.00833228911548353,0.208307227887088
"103","H2P1","2","1","Bl",NA,9.6,25,0.00723822947387088,0.180955736846772
"104","H2P1","2","1","Bl",NA,25,25,0.0490873852123405,1.22718463030851
"105","H2P1","2","1","Bl",NA,10.4,25,0.0084948665353068,0.21237166338267
"106","H2P1","2","1","Bl",NA,8.5,25,0.00567450173054657,0.141862543263664
"107","H2P1","2","1","Bl",NA,9.9,25,0.00769768739945839,0.19244218498646
"108","H2P1","2","1","Bl",NA,21.5,25,0.036305030103047,0.907625752576176
"109","H2P1","2","1","Bl",NA,19.7,25,0.0304805173232916,0.762012933082289
"110","H2P1","2","1","Bl",NA,18.5,25,0.0268802521422777,0.672006303556942
"111","H2P1","2","1","Bl",NA,19.3,25,0.0292552961883916,0.731382404709789
"112","H2P1","2","1","Bl",NA,8.9,25,0.00622113885227119,0.15552847130678
"113","H2P1","2","1","Bl",NA,17.4,25,0.0237787147950211,0.594467869875529
"114","H2P1","2","1","Bl",NA,26.3,25,0.0543252055640381,1.35813013910095
"115","H2P1","2","1","Bl",NA,17.6,25,0.0243284935093994,0.608212337734984
"116","H2P1","2","1","Bl",NA,9.6,25,0.00723822947387088,0.180955736846772
"117","H2P1","2","1","Bl",NA,11.8,25,0.0109358840271461,0.273397100678652
"118","H2P1","2","1","Bl",NA,16.7,25,0.0219039693789914,0.547599234474786
"119","H2P1","2","1","Sx",NA,12.4,25,0.0120762821603992,0.301907054009979
"120","H2P1","2","1","Sx",NA,10.8,25,0.00916088417786784,0.229022104446696
"121","H2P1","2","1","Bl",NA,18.2,25,0.0260155287643771,0.650388219109427
"122","H2P1","2","1","Bl",NA,9.9,25,0.00769768739945839,0.19244218498646
"123","H2P1","2","1","Bl",NA,12.9,25,0.0130698108370969,0.326745270927423
"124","H2P1","2","1","Bl",NA,12.7,25,0.0126676869774374,0.316692174435936
"125","H2P1","2","1","Bl",NA,15.7,25,0.0193592793295837,0.483981983239593
"126","H2P1","2","1","Bl",NA,18.8,25,0.0277591126871194,0.693977817177985
"127","H2P1","2","1","Bl",NA,18,25,0.0254469004940773,0.636172512351933
"128","H2P1","2","1","Bl",NA,9.5,25,0.00708821842466197,0.177205460616549
"129","H2P1","2","1","Bl",NA,9,25,0.00636172512351933,0.159043128087983
"130","H2P1","2","1","Bl",NA,7.7,25,0.00465662571078347,0.116415642769587
"131","H2P1","2","1","Bl",NA,12.7,25,0.0126676869774374,0.316692174435936
"132","H2P1","2","1","Bl",NA,14,25,0.01539380400259,0.38484510006475
"133","H2P1","2","1","Bl",19.1,22.8,25,0.040828138126053,1.02070345315132
"134","H2P2","2","2","Bl",26.6,31.6,25,0.0784267190042156,1.96066797510539
"135","H1P2","1","2","Bl",NA,9.3,25,0.00679290871522453,0.169822717880613
"136","H1P2","1","2","Bl",NA,13.3,25,0.0138929081123375,0.347322702808437
"137","H1P2","1","2","Bl",NA,9.1,25,0.00650388219109427,0.162597054777357
"138","H1P2","1","2","Bl",NA,12.5,25,0.0122718463030851,0.306796157577128
"139","H1P2","1","2","Sx",NA,30.4,25,0.0725833566685386,1.81458391671346
"140","H1P2","1","2","Bl",NA,13,25,0.0132732289614169,0.331830724035422
"141","H1P2","1","2","Bl",NA,8.9,25,0.00622113885227119,0.15552847130678
"142","H1P2","1","2","At",NA,9.4,25,0.00693977817177985,0.173494454294496
"143","H1P2","1","2","Bl",NA,15.9,25,0.0198556509688509,0.496391274221272
"144","H1P2","1","2","Sb",NA,18.4,25,0.026590440219984,0.6647610054996
"145","H1P2","1","2","Bl",NA,23,25,0.041547562843725,1.03868907109313
"146","H1P2","1","2","Bl",NA,13.1,25,0.0134782178820636,0.33695544705159
"147","H1P2","1","2","Bl",NA,8.2,25,0.00528101725068444,0.132025431267111
"148","H1P2","1","2","At",NA,51.5,25,0.208307227887088,5.20768069717721
"149","H1P1","1","1","Bl",NA,11.9,25,0.0111220233918713,0.278050584796782
"150","H1P1","1","1","Ac",NA,39.1,25,0.120072456618365,3.00181141545913
"151","H1P1","1","1","Ac",NA,35.6,25,0.099538221636339,2.48845554090848
"152","H1P1","1","1","Sx",NA,36.6,25,0.105208796376069,2.63021990940171
"153","H1P1","1","1","Bl",NA,13.4,25,0.0141026094219646,0.352565235549115
"154","H1P1","1","1","Bl",NA,17.6,25,0.0243284935093994,0.608212337734984
"155","H1P1","1","1","Ac",NA,56,25,0.24630086404144,6.157521601036
"156","H1P1","1","1","Sx",NA,60.9,25,0.291289256239009,7.28223140597522
"157","H1P1","1","1","Sx",NA,44.5,25,0.15552847130678,3.88821178266949
"158","H1P1","1","1","Sx",NA,13,25,0.0132732289614169,0.331830724035422
"159","H1P1","1","1","Bl",NA,12.9,25,0.0130698108370969,0.326745270927423
"160","H1P1","1","1","Sx",NA,47.5,25,0.177205460616549,4.43013651541373
"161","H1P1","1","1","Ac",NA,49.5,25,0.19244218498646,4.81105462466149
"162","H1P1","1","1","Bl",NA,19.8,25,0.0307907495978336,0.769768739945839
"163","H1P1","1","1","Sx",NA,9.5,25,0.00708821842466197,0.177205460616549
"164","H1P1","1","1","Bl",NA,9.9,25,0.00769768739945839,0.19244218498646
"165","H1P1","1","1","Ac",NA,54.1,25,0.229871119861329,5.74677799653321
"166","H1P1","1","1","Ac",NA,78.5,25,0.483981983239593,12.0995495809898
"167","H1P1","1","1","Ac",NA,54.1,25,0.229871119861329,5.74677799653321
"168","H3P1","3","1","Bl",NA,15.4,25,0.0186265028431339,0.465662571078347
"169","H3P1","3","1","Bl",NA,12.1,25,0.011499014510302,0.287475362757551
"170","H3P1","3","1","Bl",NA,19.2,25,0.0289529178954835,0.723822947387088
"171","H3P1","3","1","Bl",NA,10.5,25,0.00865901475145687,0.216475368786422
"172","H3P1","3","1","Bl",NA,15.4,25,0.0186265028431339,0.465662571078347
"173","H3P1","3","1","Bl",NA,16.4,25,0.0211240690027378,0.528101725068444
"174","H3P1","3","1","Bl",NA,18.8,25,0.0277591126871194,0.693977817177985
"175","H3P1","3","1","Sx",NA,12.5,25,0.0122718463030851,0.306796157577128
"176","H3P1","3","1","Bl",NA,29.5,25,0.0683492751696629,1.70873187924157
"177","H3P1","3","1","Bl",NA,9.5,25,0.00708821842466197,0.177205460616549
"178","H3P1","3","1","Bl",NA,18.5,25,0.0268802521422777,0.672006303556942
"179","H3P1","3","1","Sx",NA,21.7,25,0.0369836141162224,0.924590352905561
"180","H3P1","3","1","Bl",NA,19.1,25,0.0286521103989023,0.716302759972558
"181","H3P1","3","1","Bl",NA,9,25,0.00636172512351933,0.159043128087983
"182","H3P1","3","1","Bl",NA,14.6,25,0.01674154725098,0.4185386812745
"183","H3P1","3","1","Bl",NA,21.2,25,0.0352989350557349,0.882473376393373
"184","H3P1","3","1","Bl",NA,13.8,25,0.014957122623741,0.373928065593525
"185","H3P1","3","1","Sx",NA,16.5,25,0.0213824649984955,0.534561624962388
"186","H3P1","3","1","Bl",NA,13.9,25,0.0151746779150021,0.379366947875053
"187","H3P1","3","1","Bl",NA,10.3,25,0.00833228911548353,0.208307227887088
"188","H3P1","3","1","Bl",NA,13.5,25,0.0143138815279185,0.357847038197962
"189","H3P1","3","1","Bl",NA,10.3,25,0.00833228911548353,0.208307227887088
"190","H3P1","3","1","Sx",NA,8.8,25,0.00608212337734984,0.152053084433746
"191","H3P1","3","1","Bl",NA,24,25,0.045238934211693,1.13097335529233
"192","H3P1","3","1","Bl",NA,11.8,25,0.0109358840271461,0.273397100678652
"193","H3P1","3","1","Bl",NA,16.3,25,0.0208672438033068,0.52168109508267
"194","H3P1","3","1","Bl",NA,14.7,25,0.0169716689128555,0.424291722821386
"195","H3P1","3","1","Bl",NA,13.1,25,0.0134782178820636,0.33695544705159
"196","H3P1","3","1","Ep",NA,23.3,25,0.0426384808926841,1.0659620223171
"197","H3P1","3","1","Bl",NA,26.7,25,0.0559902496704407,1.39975624176102
"198","H3P1","3","1","Sx",NA,26.6,25,0.0555716324493499,1.38929081123375
"199","H3P1","3","1","Bl",NA,10.2,25,0.00817128249198705,0.204282062299676
"200","H3P1","3","1","Sx",NA,33.1,25,0.0860490081799878,2.1512252044997
"201","H3P1","3","1","Bl",NA,17.2,25,0.0232352192659501,0.580880481648753
"202","H3P1","3","1","Sx",NA,18.9,25,0.0280552077947202,0.701380194868006
"203","H3P1","3","1","Sx",NA,15.5,25,0.0188691908756237,0.471729771890592
"204","H3P1","3","1","Bl",NA,17.7,25,0.0246057390610787,0.615143476526966
"205","H3P1","3","1","Bl",NA,15.9,25,0.0198556509688509,0.496391274221272
"206","H3P1","3","1","Sx",NA,18.1,25,0.0257304292310638,0.643260730776595
"207","H3P1","3","1","Bl",NA,22.5,25,0.0397607820219958,0.994019550549896
"208","H3P1","3","1","Bl",NA,16.8,25,0.0221670777637296,0.55417694409324
"209","H3P1","3","1","Bl",NA,19.4,25,0.0295592452776264,0.738981131940659
"210","H3P1","3","1","Bl",NA,12.9,25,0.0130698108370969,0.326745270927423
"211","H3P1","3","1","Ep",NA,9.3,25,0.00679290871522453,0.169822717880613
"212","H3P1","3","1","Bl",NA,21.7,25,0.0369836141162224,0.924590352905561
"213","H3P1","3","1","Sx",NA,22.6,25,0.0401149965936881,1.0028749148422
"214","H3P1","3","1","Bl",NA,19.6,25,0.0301718558450764,0.754296396126909
"215","H3P1","3","1","Bl",NA,18.5,25,0.0268802521422777,0.672006303556942
"216","H3P1","3","1","Sx",NA,23.1,25,0.0419096313970512,1.04774078492628
"217","H3P1","3","1","Ep",NA,22.2,25,0.0387075630848798,0.967689077121996
"218","H3P1","3","1","Ep",NA,28.1,25,0.0620158243800259,1.55039560950065
"219","H3P1","3","1","Bl",NA,18,25,0.0254469004940773,0.636172512351933
"220","H3P1","3","1","Bl",NA,12.4,25,0.0120762821603992,0.301907054009979
"221","H3P1","3","1","Bl",NA,10.2,25,0.00817128249198705,0.204282062299676
"222","H3P1","3","1","Sx",NA,21.9,25,0.037668481314705,0.941712032867625
"223","H3P1","3","1","Sx",NA,27.5,25,0.059395736106932,1.4848934026733
"224","H3P1","3","1","Bl",NA,10.8,25,0.00916088417786784,0.229022104446696
"225","H3P1","3","1","Bl",NA,11.3,25,0.010028749148422,0.25071872871055
"226","H3P1","3","1","Bl",NA,19.9,25,0.0311025526687023,0.777563816717559
"227","H3P1","3","1","Ep",NA,18.7,25,0.0274645883758454,0.686614709396134
"228","H3P1","3","1","Sx",NA,12.5,25,0.0122718463030851,0.306796157577128
"229","H3P1","3","1","Bl",NA,8.8,25,0.00608212337734984,0.152053084433746
"230","H3P1","3","1","Bl",NA,14,25,0.01539380400259,0.38484510006475
"231","H3P1","3","1","Bl",NA,16,25,0.0201061929829747,0.502654824574367
"232","H3P1","3","1","Bl",NA,13,25,0.0132732289614169,0.331830724035422
"233","H3P1","3","1","Bl",NA,20.7,25,0.0336535259034173,0.841338147585432
"234","H3P1","3","1","Bl",NA,13.8,25,0.014957122623741,0.373928065593525
"235","H3P1","3","1","Bl",NA,18.4,25,0.026590440219984,0.6647610054996
"236","H3P1","3","1","Bl",NA,8.2,25,0.00528101725068444,0.132025431267111
"237","H3P1","3","1","Bl",NA,12.5,25,0.0122718463030851,0.306796157577128
"238","H3P1","3","1","Bl",NA,20.5,25,0.0330063578167778,0.825158945419444
"239","H3P1","3","1","Bl",25.6,38,25,0.113411494794592,2.83528736986479
"240","H3P1","3","1","Sx",21,29.8,25,0.069746498502347,1.74366246255867
"241","H3P1","3","1","Bl",22.1,23.3,25,0.0426384808926841,1.0659620223171
"242","H3P1","3","1","Sx",25.6,29.2,25,0.06696618900392,1.674154725098
