ec5_uuid,created_at,uploaded_at,title,X1_Establishing_a_new,lat_3_GPS_Location,long_3_GPS_Location,accuracy_3_GPS_Location,UTM_Northing_3_GPS_Location,UTM_Easting_3_GPS_Location,UTM_Zone_3_GPS_Location,X4_Hexagon_,X5_Plot_,X6_Elevation_m,X7_Slope___or_,X8_Aspect,X9_Slope_Position,X10_Surface_Shape,X11_Slope_Length,X12_Slope_Uniformity,X13_Slope_Continuity,X14_Photo__North,X15_Photo__East,X16_Photo__South,X17_Photo__West,X18_Photo__VegGround,X19_Photo__Overhead,X20_Additional_Commen,X22_Hexagon_,X23_Plot_,X24_Species,X25_If_other_fill_in,X26_Is_it_a_snag,X27_DBH_cm__tenth_dec,X28_Age_Taken,X29_If_age_is_taken_r,X30_For_tress_that_ar,X31_Tree_Class,X32_Live_crown_class,X33_Conk,X34_Blind_Conk,X35_Fork_Crook,X36_Scar,X37_Frost_Damage,X38_Mistletoe,X39_Rotten_Bark,X40_Dead_or_broken_to,X41_Insect_Damage,X42_Fire_Damage,X43_Down_Tree,X44_Additional_Commen,lat_46_399m_Plot_Centre_,long_46_399m_Plot_Centre_,accuracy_46_399m_Plot_Centre_,UTM_Northing_46_399m_Plot_Centre_,UTM_Easting_46_399m_Plot_Centre_,UTM_Zone_46_399m_Plot_Centre_,X47_Hexagon_,X48_Plot_,X49_399m_Plot,X51_Hexagon_,X52_Plot_,X53_Sub_Plot_,X54_Sapling_or_Regene,X55_Species,X56_If_other_fill_in,X57_Regeneration_Heig,X58_Tree_count_indivi,X59_Avg_DBH_Sapling_o,X60_Avg_Height_Saplin,X61_Additional_Commen,lat_63_CWD_POC_Location,long_63_CWD_POC_Location,accuracy_63_CWD_POC_Location,UTM_Northing_63_CWD_POC_Location,UTM_Easting_63_CWD_POC_Location,UTM_Zone_63_CWD_POC_Location,X64_Hexagon_,X65_Plot_,X66_Transect_,X67_Azimuth,X69_Hexagon_,X70_Plot_,X71_Transect_,X72_Position_along_tr,X73_Type_of_CWD,X74_If_other_and_it_i,X75_Species,X76_Decay_class,X77_DBH_at_transect_c,X78_Length_cm,X79_DBH_Left_cm__tent,X80_Distance_off_grou,X81_DBH_Right_cm__ten,X82_Distance_off_grou,X83_Tag_Id,X84_Additional_Commen
ac6f39f8-d206-4205-bcba-2d8115f34a47,2021-07-29T21:41:34.683Z,2021-07-30T23:05:45.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Bl: subalpine fir,,Standing (Live),20.9,,,NA,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
fcd5d22f-6208-4c0e-aa99-5829061e7102,2021-07-29T21:40:03.659Z,2021-07-30T23:05:43.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Sx: spruce hybrid,,Standing (Live),14.2,,,NA,8: Younger immature,3 (50-75% healthy),,,,1: Bottom 1/3 only,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
86e67db4-4dd6-4297-8e3c-1f00e3b02df0,2021-07-29T21:36:58.780Z,2021-07-30T23:05:41.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Sx: spruce hybrid,,Standing (Live),8.5,,,NA,8: Younger immature,2 (25-50% healthy),,,4: Bottom and middle,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
99a34065-4972-4024-8cb6-dbaa8bdad335,2021-07-29T21:34:48.852Z,2021-07-30T23:05:39.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Sx: spruce hybrid,,Standing (Live),18.2,,,NA,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
10e392ce-9c1b-4a81-9de2-0a3e8b342a97,2021-07-29T21:24:18.263Z,2021-08-04T05:27:35.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Fd: douglas-fir,,Down (Dead) (0-45%),21.9,,,NA,9: Younger immature - Dead potential,1 (0-25% healthy),,,,,,,,,,NA,E: Less than or equal to one clean break,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
a6775a83-582f-4ed6-bfef-ebb2011fc2ba,2021-07-29T21:20:21.403Z,2021-08-04T05:27:33.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Other,,Down (Dead) (0-45%),40.2,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,G: More than one clean break OR more shattered Break ,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
da695703-9b64-48f1-ad25-6535876958d9,2021-07-29T21:19:23.463Z,2021-08-04T05:27:31.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Fd: douglas-fir,,Down (Dead) (0-45%),63,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,G: More than one clean break OR more shattered Break ,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
b82d9aa9-f481-45f0-b02e-1de2d659fd57,2021-07-29T21:16:12.943Z,2021-08-04T05:27:29.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Other,,Down (Dead) (0-45%),30.2,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,G: More than one clean break OR more shattered Break ,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
90280300-e7b9-46a1-9559-5cc6a9b3d854,2021-07-29T21:13:57.672Z,2021-08-04T05:27:23.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Fd: douglas-fir,,Down (Dead) (0-45%),60,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,E: Less than or equal to one clean break,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
d66bc1e8-e22b-4d38-bb23-3460195cfcfa,2021-07-29T21:12:13.264Z,2021-08-04T05:27:25.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Fd: douglas-fir,,Down (Dead) (0-45%),57.5,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,E: Less than or equal to one clean break,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
dbeb1f8f-3908-4a00-904c-4f2f6d560e06,2021-07-29T21:08:10.221Z,2021-08-04T05:27:27.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,2,Fd: douglas-fir,,Down (Dead) (0-45%),67,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,E: Less than or equal to one clean break,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
b70ff7ec-2894-4706-8bcd-843e4aae475d,2021-07-29T17:09:28.122Z,2021-07-30T23:05:37.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Other,,Down (Dead) (0-45%),68,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,E: Less than or equal to one clean break,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
c73836f4-d7bb-46b6-9eb8-f7686f6b5ef0,2021-07-29T17:08:16.252Z,2021-07-30T23:05:35.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Sx: spruce hybrid,,Down (Dead) (0-45%),58,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,E: Less than or equal to one clean break,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
4cf9bc81-0aca-4f8d-8780-44a2d1e66bc6,2021-07-29T17:07:06.383Z,2021-07-30T23:05:33.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Other,,Down (Dead) (0-45%),34.2,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,G: More than one clean break OR more shattered Break ,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
a0183275-9015-4776-8ca8-e3234d3fde09,2021-07-29T17:03:56.239Z,2021-07-30T23:05:31.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Bl: subalpine fir,,Down (Dead) (0-45%),28.3,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,G: More than one clean break OR more shattered Break ,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
dabe1c88-57c6-4b74-a5a7-30315b8ad4f3,2021-07-29T16:59:37.122Z,2021-07-30T23:05:29.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Sx: spruce hybrid,,Down (Dead) (0-45%),34.2,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,G: More than one clean break OR more shattered Break ,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
2baa5cc8-7d4f-4be5-bf2c-3afdfeb6ba70,2021-07-29T16:58:28.681Z,2021-07-30T23:05:27.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Bl: subalpine fir,,Down (Dead) (0-45%),35.8,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,E: Less than or equal to one clean break,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
6d830459-97a1-4b35-b19b-888fe4a6f63e,2021-07-29T16:55:43.042Z,2021-07-30T23:05:25.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Other,Unknown,Down (Dead) (0-45%),49.9,,,NA,4: Dead useless,1 (0-25% healthy),,,,,,,,,,NA,G: More than one clean break OR more shattered Break ,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
93b7a20d-15b1-4d9f-9664-d32a4cb15b43,2021-07-29T16:53:40.147Z,2021-07-30T23:05:23.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Fd: douglas-fir,,Standing (Live),35.4,,,NA,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
6a77df97-6829-4e5d-ad0e-4a3c0966d394,2021-07-29T16:50:03.662Z,2021-07-30T23:05:21.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Bl: subalpine fir,,Standing (Live),8.5,,,NA,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
0d70f508-9541-4322-8729-460ce4511d53,2021-07-29T16:47:35.334Z,2021-07-30T23:05:19.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Bl: subalpine fir,,Standing (Live),31.9,,,NA,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
87d11abc-f6aa-406d-99ab-13da00a7d935,2021-07-29T16:44:38.101Z,2021-07-30T23:05:18.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Bl: subalpine fir,,Standing (Live),27.1,,,NA,8: Younger immature,4 (75-100% healthy),,,1: Bottom 1/3 only,1: Bottom 1/3 only,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
9c9d3d58-44d5-4f49-8947-bea8bb229eb0,2021-07-29T16:39:16.583Z,2021-07-30T23:05:16.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Sx: spruce hybrid,,Standing (Live),36.7,Yes,H15P1SIT2,26.3,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
b3acd975-58b8-43f4-9b62-216f8ef02118,2021-07-29T16:34:25.550Z,2021-07-30T23:05:14.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Bl: subalpine fir,,Standing (Live),27.5,Yes,H15P1SIT3,23.8,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
9c5c55f5-d93c-42a3-8b31-b678d3720597,2021-07-29T16:30:47.719Z,2021-07-30T23:05:12.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Bl: subalpine fir,,Standing (Live),26.7,Yes,H15P1SIT1,22.9,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
407df27b-98a1-4ba0-b7a7-c51c56e7c5c1,2021-07-29T16:27:41.950Z,2021-07-30T23:05:10.000Z,15,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,15,1,Sx: spruce hybrid,,Standing (Live),29.5,Yes,H15P1SIT4,24,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
6358dff4-e22d-4377-9e6a-883ff366f753,2021-07-09T19:58:13.367Z,2021-07-18T23:07:07.000Z,11,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,11,3,Bl: subalpine fir,,Snag (Dead) (45-90%) ,9.4,,,NA,8: Younger immature,1 (0-25% healthy),,,,,4: Bottom and middle,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
2e1919d8-21b9-4272-90f1-7eb224cee73e,2021-07-09T19:56:38.765Z,2021-07-18T23:07:06.000Z,11,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,11,3,Bl: subalpine fir,,Standing (Live),8.1,,,NA,8: Younger immature,2 (25-50% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
bef39c8c-aa03-4b58-a041-cbbe2e3a91f3,2021-07-09T19:55:51.509Z,2021-07-18T23:07:04.000Z,11,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,11,3,Sx: spruce hybrid,,Standing (Live),16.9,,,NA,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
53c0595d-5cea-47c2-a7da-79d7e935e2dd,2021-07-09T19:55:07.498Z,2021-07-18T23:07:02.000Z,11,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,11,3,Sx: spruce hybrid,,Standing (Live),27.5,,,NA,8: Younger immature,4 (75-100% healthy),,,,1: Bottom 1/3 only,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
c39f4ae7-8b7a-428f-bc82-724094cf84ca,2021-07-09T19:49:17.299Z,2021-07-18T23:07:00.000Z,11,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,11,3,Bl: subalpine fir,,Standing (Live),31.5,Yes,H11P3SIT3,26.8,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,Out of 11.28 radius plot,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
16346012-ae26-4052-b429-6e8a685a3ac6,2021-07-09T19:47:34.123Z,2021-07-18T23:06:58.000Z,11,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,11,3,Sx: spruce hybrid,,Standing (Live),38.2,Yes,H11P3SIT2,27.3,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
da572e15-e84c-4e8b-a9b2-e267523f227b,2021-07-09T19:46:39.290Z,2021-07-18T23:06:56.000Z,11,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,11,3,Bl: subalpine fir,,Standing (Live),25,Yes,H11P3SIT5,22.9,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
2fd88871-ed25-44a3-a88b-59f934c09377,2021-07-09T19:44:56.859Z,2021-07-18T23:06:54.000Z,11,"No, 11.28m Plot - Core Tree collection",NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,NA,11,3,Sx: spruce hybrid,,Standing (Live),35.5,Yes,H11P3SIT1,27.2,8: Younger immature,4 (75-100% healthy),,,,,,,,,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,
